mod文件,项目名,GitHub,来源,本地反编译,代码行数
jecharacters-1.21.1-neoforge-4.5.29.jar,JustEnoughCharacters,https://github.com/Towdium/JustEnoughCharacters,modrinth-api,,
jei-1.21.1-neoforge-19.39.0.371.jar,Just Enough Items (JEI),https://github.com/mezz/JustEnoughItems,modrinth-api,,
kotlinforforge-5.12.0-all.jar,kotlinforforge-5.12.0-all.jar,https://github.com/thedarkcolour/KotlinForForge,manual,,
krypton_fnp-neoforge-1.21.1-0.2.28.1-1.21.1.jar,Krypton Reno,https://github.com/404Setup/KryptonReno,modrinth-api,,
kubejs-neoforge-2101.7.2-build.368.jar,kubejs-neoforge-2101.7.2-build.368.jar,https://github.com/KubeJS-Mods/KubeJS,manual,,
kubejs_curios_neoforge_1.21.1-1.0.4.jar,kubejs_curios_neoforge_1.21.1-1.0.4.jar,,,Y,65783
kubejstweaks-1.0.6.jar,kubejstweaks-1.0.6.jar,,,Y,5688
l2complements-3.1.3.jar,l2complements-3.1.3.jar,https://github.com/Minecraft-LightLand/L2Complements,manual,,
l2hostility-3.0.18.jar,l2hostility-3.0.18.jar,https://github.com/Minecraft-LightLand/L2Hostility,manual,,
l2library-3.0.8.jar,L2 Library,https://github.com/Minecraft-LightLand/L2Library,modrinth-api,,
lionfishapi-3.1.jar,Lionfish-API,https://github.com/lender544/Lionfish-API,modrinth-api,,
lithium-neoforge-0.15.4+mc1.21.1.jar,Lithium,https://github.com/caffeinemc/lithium-fabric,modrinth-api,,
lootjs-neoforge-1.21.1-3.7.0.jar,LootJS: KubeJS Addon,https://github.com/AlmostReliable/lootjs,modrinth-api,,
lootr-neoforge-1.21.1-1.11.38.124.jar,Lootr,https://github.com/noobanidus/lootr,modrinth-api,,
lukis-crazy-chambers-1.0.3.jar,Luki's Crazy Chambers,,,Y,0
maidsoulkitchen-1.21.1-beta-v0.1.4.jar,Maidsoul Kitchen,https://github.com/Wall-ev/MaidsoulKitchen,modrinth-api,,
maxhealthfix-neoforge-1.21.1-21.1.4.jar,Max Health Fix,https://github.com/Darkhax-Minecraft/Max-Health-Fix,modrinth-api,,
mechanicals-1.21.1-1.1.4.jar,Mechanicals Lib,https://github.com/oierbravo/mechanicals-lib,modrinth-api,,
medieval_buildings_end_edition-1.21.1-1.0.4-neoforge.jar,Medieval Buildings [End Edition],https://github.com/Craft1x/MedievalBuildingsEnder,modrinth-api,,
mes前置MoogsStructureLib-neoforge-1.21.1-3.1.1.jar,Moog's Structure Lib (moogs_structures),https://github.com/FinnSetchell/MoogsStructureLib,modrinth-api,,
mighty_mail-neoforge-1.21.1-1.1.4.jar,mighty_mail-neoforge-1.21.1-1.1.4.jar,https://github.com/MrCrayfish/MightyMail,jar-meta,,
modernfix-neoforge-5.27.24+mc1.21.1.jar,ModernFix,https://github.com/embeddedt/ModernFix,modrinth-api,,
mysterious_mountain_lib-1.2.15-1.21.1.jar,Mysterious Mountain Lib,https://github.com/0999312/MMLib,modrinth-api,,
netmusic-1.5.1-neoforge+mc1.21.1.jar,Net Music,https://github.com/TartaricAcid/NetMusic,modrinth-api,,
obscure_tooltips-neoforge-1.21.1-4.2.4.jar,Obscure Tooltips,https://github.com/ObscuriaLithium/obscure-tooltips,manual,,
packetfixer-3.3.1-1.20.5-1.21.X-merged.jar,Packet Fixer,https://github.com/TonimatasDEV/PacketFixer,modrinth-api,,
particular-1.21.1-NeoForge-1.5.7.jar,Particular ✨ Reforged,https://github.com/Leclowndu93150/Particular,modrinth-api,,
player-animation-lib-forge-2.0.4+1.21.1.jar,playerAnimator,https://github.com/KosmX/fabricPlayerAnimation,modrinth-api,,
polymorph-neoforge-1.1.0+1.21.1.jar,Polymorph,https://github.com/illusivesoulworks/polymorph,modrinth-api,,
powerful_dummy-21-0.0.9-hotfix.jar,powerful_dummy-21-0.0.9-hotfix.jar,,,Y,3578
prickle-neoforge-1.21.1-21.1.11.jar,Prickle,https://github.com/Darkhax-Minecraft/PrickleMC,modrinth-api,,
railways-0.3.0-beta.2+neoforge-mc1.21.1.jar,Steam 'n' Rails Neoforge,https://github.com/PoppyBlossom/Railway-1.21.1,modrinth-api,,
reddensstonelantern-1.0.4-neoforge-1.21.1.jar,Redden's Stone Lanterns,,,Y,8838
repurposed_structures-7.5.22+1.21.1-neoforge.jar,Repurposed Structures - Neoforge/Forge,https://github.com/TelepathicGrunt/RepurposedStructures,jar-meta,,
resourcefulconfig-neoforge-1.21-3.0.11.jar,Resourceful Config,https://github.com/Team-Resourceful/Resourceful-Config,modrinth-api,,
resourcefullib-neoforge-1.21-3.0.12.jar,Resourceful Lib,https://github.com/Team-Resourceful/ResourcefulLib,modrinth-api,,
rhino-2101.2.8-build.91.jar,Rhino,https://github.com/KubeJS-Mods/Rhino,modrinth-api,,
showcaseitem-1.21.1-1.1.0.jar,Showcase Item,https://github.com/starforcraft/Showcase-Item,modrinth-api,,
smart_bounds-1.0.0.jar,Create Smart Bounds,https://github.com/LIUKRAST/SmartBounds,modrinth-api,,
sodium-neoforge-0.8.13+mc1.21.1.jar,Sodium,https://github.com/CaffeineMC/sodium,modrinth-api,,
sootychimneys-neoforge-1.3.5.jar,Sooty Chimneys,https://github.com/mortuusars/SootyChimneys,manual,,
spark-1.10.124-neoforge.jar,spark,https://github.com/lucko/spark,modrinth-api,,
structure_layout_optimizer-neoforge-1.0.12.jar,Structure Layout Optimizer,https://github.com/TelepathicGrunt/StructureLayoutOptimizer,manual,,
takesapillage-neoforge-1.0.12+mc1.21.1.jar,It Takes a Pillage Continuation,https://github.com/Faboslav/it-takes-a-pillage,modrinth-api,,
touhoulittlemaid-1.5.3-neoforge+mc1.21.1.jar,Touhou Little Maid,https://github.com/TartaricAcid/TouhouLittleMaid,modrinth-api,,
ultramarine-1.21.1-0.7.jar,Ultramarine,https://github.com/LocusAzzurro/Ultramarine,modrinth-api,,
umapyoi-1.4.12-1.21.1.jar,Umapyoi,https://github.com/0999312/umapyoi,modrinth-api,,
wwoo-neoforge-2.6.7.jar,William Wythers' Overhauled Overworld,,,Y,98
wwo前置cristellib-neoforge-1.21.1-3.1.7.jar,Cristel Lib,https://github.com/Cristelknight999/Cristel-Lib,modrinth-api,,
xaerominimap-neoforge-1.21.1-26.4.2.jar,Xaero's Minimap,,,Y,49026
xaeroworldmap-neoforge-1.21.1-1.45.0.jar,Xaero's World Map,,,Y,34696
yet_another_config_lib_v3-3.8.2+1.21.1-neoforge.jar,YetAnotherConfigLib (YACL),https://github.com/isXander/YetAnotherConfigLib,modrinth-api,,
zfastnoise-1.0.13+1.21.1+neoforge.jar,Fast Noise,,,Y,874
一直吃AlwaysEat-neoforge-1.0.0.jar,Always Eat,,,Y,68
万家烟火settlements-1.0.0-beta.1.jar,万家烟火settlements-1.0.0-beta.1.jar,https://github.com/breeze-devs/Settlements-Alpha,jar-meta,,
下界以太群岛diabolical-islands-1.0.0.jar,Diabolical Islands,https://github.com/klinbee/Diabolical-Islands,modrinth-api,,
中央厨房create-central-kitchen-2.6.0.jar,Create: Central Kitchen,https://github.com/DragonsPlusMinecraft/CreateCentralKitchen,modrinth-api,,
以太群岛无虚空结构no-void-structures-2.0.1.jar,No Void Structures,https://github.com/klinbee/No-Void-Structures,modrinth-api,,
伊瓦尔的bossIvar's Bosses-1.0.0.jar,Ivar's Bosses,,,Y,7258
伤害粒子限制ldip-1.0.jar,Limited Damage Indicator Particle,https://github.com/FOOLSIX/ldip,modrinth-api,,
伪装板配重aerocopycats-1.1.1.jar,Copycats+ aeronautics weight,,,Y,72
伪装纸箱被吊走create-cardboarded-conveynience-1.21.1-neoforge-1.0.0.jar,Create: Cardboarded Conveynience,https://github.com/TakeruDavis/CreateCardboardedConveynience,modrinth-api,,
便携引擎液体燃料portable_engine_liquid_fuel-2.0.0-neoforge-1.21.1.jar,Create Aeronautics: Portable Engine Liquid Fuel,,,Y,486
保存我的配方书smrb-1.0.0.jar,保存我的配方书smrb-1.0.0.jar,https://github.com/MoePus/SaveMyRecipeBook,manual,,
信雅互联connector-2.0.0-beta.17+1.21.1-full.jar,信雅互联connector-2.0.0-beta.17+1.21.1-full.jar,https://github.com/Sinytra/Connector,manual,,
修复攻击卡顿fix_attack_lag-1.2.0-1.21.1-Neoforge.jar,Fix Attack Lag,,,Y,32
傀儡装配modulargolems-3.1.43.jar,傀儡装配modulargolems-3.1.43.jar,https://github.com/Minecraft-LightLand/ModularGolems,manual,,
内存泄漏alltheleaks-1.1.12+1.21.1-neoforge.jar,内存泄漏alltheleaks-1.1.12+1.21.1-neoforge.jar,https://github.com/pietro-lopes/AllTheLeaks,manual,,
冰火前置jupiter-2.3.7-1.21.1-neoforge.jar,Jupiter,https://github.com/IAFEnvoy/Jupiter,modrinth-api,,
冰火前置uranus-2.4.1-bugfix-1.21.1-neoforge.jar,冰火前置uranus-2.4.1-bugfix-1.21.1-neoforge.jar,https://github.com/IAFEnvoy/Uranus,manual,,
分配hud渲染gnetum-3.3.6.jar,Gnetum,https://github.com/decce6/Gnetum,modrinth-api,,
创作零碎物品bits_n_bobs-2.2.1.jar,Create: Bits 'n' Bobs,https://github.com/Industrialists-Of-Create/Create-Bits-n-Bobs,modrinth-api,,
创作零碎物品前置azimuth-1.4.7.jar,Azimuth API,,,Y,4109
创作零碎物品前置struts-1.3.0.jar,Strut Your Stuff (Struts),,,Y,6050
创建宇航学cosmonautics-26.08.307.jar,Create Cosmonautics,https://github.com/CosmonauticsTeam/Create-Cosmonautics,modrinth-api,,
创造流体物流fluidlogistics-1.2.8.jar,Create: FluidLogistics,https://github.com/yision1/CreateFluidLogistic,modrinth-api,,
加速加载modlightspeed-1.21.1-1.2.3.jar,LightSpeedRe,https://github.com/kltyton/LightSpeedRe,modrinth-api,,
加速响应服务器fast-ip-ping-v1.0.11-mc1.21.1-neoforge.jar,Fast IP Ping,https://github.com/Fallen-Breath/fast-ip-ping,modrinth-api,,
加速熔炉FastFurnace-1.21.1-9.0.1.jar,加速熔炉FastFurnace-1.21.1-9.0.1.jar,https://github.com/Shadows-of-Fire/FastFurnace,manual,,
可调帆copycat_aeronautics_sails-0.1.18.jar,可调帆copycat_aeronautics_sails-0.1.18.jar,,,Y,34949
商店ViScriptShop-neoforge-1.21.1-1.2.0.jar,ViScriptShop,https://github.com/zhenshiz/ViScriptShop,modrinth-api,,
四季HUDseasonhud-neoforge-1.21.1-2.0.9.jar,SeasonHud,https://github.com/IanMods/SeasonHUD,modrinth-api,,
四季HUD前置ForgeConfigAPIPort-v21.1.6-1.21.1-NeoForge.jar,Forge Config API Port,https://github.com/Fuzss/forgeconfigapiport,modrinth-api,,
四季前置GlitchCore-neoforge-1.21.1-2.1.0.2.jar,四季前置GlitchCore-neoforge-1.21.1-2.1.0.2.jar,https://github.com/Glitchfiend/GlitchCore,manual,,
地图看到物理装置sable_xaero_bridge-0.1.11.jar,地图看到物理装置sable_xaero_bridge-0.1.11.jar,https://github.com/ryanhcode/sable,本地 jar 元数据,Y,47422
地牢乐事前置neoforge-runiclib-1.21.1-5.0.7.jar,RunicLib,,,Y,2854
塔楼t_and_t-neoforge-fabric-1.13.9+1.21.1.jar,Towns and Towers,,,Y,46
女仆踩酒fox_trot_brew-1.0.0-mc1.21.1-neoforge.jar,Fox Trot Brew,https://github.com/WitherRedstone/Fox-Trot-Brew,modrinth-api,,
女仆酿酒maidtavern-1.2.0.jar,Maid Tavern,https://github.com/WinExp/MaidTavern,modrinth-api,,
局部天气断联漏洞修补weather2patch-1.1.1.jar,局部天气断联漏洞修补weather2patch-1.1.1.jar,,,Y,61
局部气候航空兼容tornadophysics-1.0.3.jar,"Weather Physics (Wind, Sails & Tornadoes)",https://github.com/redtardis12/Tornado-Physics,modrinth-api,,
屏蔽删除物品loglogbegone-neoforge-1.21.1-1.0.3.jar,Log Begone,https://github.com/AzureDoom/Log-Begone,modrinth-api,,
履带tracks-neoforge-1.21.1-1.0.1.jar,Create: Tracks,,,Y,3510
帕斯特san值pasterdreamsanity-0.9.0.jar,帕斯特san值pasterdreamsanity-0.9.0.jar,,,Y,514
帕斯特法术pasterdreamspells-0.9.0.jar,帕斯特法术pasterdreamspells-0.9.0.jar,,,Y,1299
帕斯特融梦能量pasterdreammeltdream-0.9.6.jar,帕斯特融梦能量pasterdreammeltdream-0.9.6.jar,,,Y,310
幻想界面fancymenu_neoforge_3.9.12_MC_1.21.1.jar,FancyMenu,https://github.com/Keksuccino/FancyMenu,modrinth-api,,
异步日志asynclogger-2.2.2+1.21.1-neoforge.jar,Async Logger,https://github.com/decce6/AsyncLogger,modrinth-api,,
强选op4.6threatengl-neoforge-2.0.4-release.10.jar,ThreatenGL,https://github.com/Richy-Z/ThreatenGL,modrinth-api,,
徒步建筑trek-B0.6.2.jar,Trek,https://github.com/hotsu0p/Trek-Issues,jar-meta,,
心之容器baubley-heart-canisters-1.21.1-1.4.1.jar,Baubley Heart Canisters,https://github.com/Traverse-Joe/Baubley-Heart-Canisters,modrinth-api,,
快速退出保存Fastquit-3.0.1+1.21.1neoforge.jar,FastQuit-Forge,https://github.com/frcvdt45g6by7hnj8ukm-nh8b7g6vtf5r4de3/FastQuit-Forge,modrinth-api,,
成就fancytoasts-1.5.1-neoforge-1.21.1.jar,Fancy Toasts | Better Advancements,https://github.com/Bivrik/FancyToasts,modrinth-api,,
投掷绳索create_aeronautics_throwable_rope_connector-0.4.3.jar,Create Aeronautics: Throwable Rope Connector,https://github.com/sprocketaudio/Create-Aeronautics-Throwable-Rope-Connector,modrinth-api,,
投掷绳索连接器aero_addition-1.0.2 .jar,Aeronautics:Addition,,,Y,0
拜拜加载byepregen-1.21.1-1.1.2.1.jar,拜拜加载byepregen-1.21.1-1.1.2.1.jar,,,Y,29122
按键冲突New Visual Keybing-1.21.1-neoforge-0.6.16.jar,New Visual Keybing,https://github.com/CancriRecoleta/NewVisualKebing,modrinth-api,,
控制学synaxis-1.5.0.jar,Synaxis,,,Y,127279
搬运carryon-neoforge-1.21.1-2.2.6.13.jar,Carry On,https://github.com/Tschipp/CarryOn,modrinth-api,,
攀爬绳索climbable_ropes-2.1.3.jar,Climbable Ropes for Create Aeronautics,https://github.com/matejhozlar/Create-Aeronautics-Climbable-Ropes,modrinth-api,,
救救网络smsn-neoforge-1.4.3-1.21.1.jar,救救网络smsn-neoforge-1.4.3-1.21.1.jar,https://github.com/gizmo-ds/smsn-mod,jar-meta,,
无题鸭untitledduckmod-1.7.0-neoforge-1.21.1.jar,Untitled Duck Mod,https://github.com/Okabintaro/UntitledDuckMod,modrinth-api,,
更多动画（冲突可删）fwa+1.21.1-neoforge-1.2.31.jar,Fancy World Animations [FWA],https://github.com/maDU59/FancyWorldAnimations,modrinth-api,,
更多发动机create_simulated_additions-0.2.3-neoforge-1.21.1.jar,Create Simulated Additions,,,Y,6056
更多方块配重sablephysicscompat-1.3.0.jar,Sable: Physics Compat,,,Y,0
更多村庄[Neoforge]ctov-3.6.3.jar,ChoiceTheorem's Overhauled Village,https://github.com/ChoiceTheorem/ChoiceTheorem-s-overhauled-village,modrinth-api,,
更多龙前置bjornlib-neoforge-1.0.88-1.21.1.jar,BjornLib,,,Y,6206
更好f3.jar,BetterF3,https://github.com/TreyRuffy/BetterF3,modrinth-api,,
更好的群系过度.jar,Better Biome Blend,https://github.com/FionaTheMortal/better-biome-blend,modrinth-api,,
更快映射fism+1.21.1-neoforge-1.0.5.jar,Faster Iris Shadow Mapper [FISM],https://github.com/maDU59/FasterIrisShadowMapper,modrinth-api,,
服务器监控serverwarashi-1.21.1-2.1.0.1.jar,服务器监控serverwarashi-1.21.1-2.1.0.1.jar,,,Y,18589
机动交易站点trading_floor-3.0.16.jar,Create: Trading floor,https://github.com/cakeGit/Create-Trading-Floor,modrinth-api,,
机动生物科技create_biotech-1.21.1-1.3.1.jar,Create: Biotech - 机械动力：生物科技,https://github.com/Nobodiiiii/Create-Biotech,modrinth-api,,
机动神化apokinetics-1.0.5.jar,Create: Apokinetics,,,Y,24810
机动背包fxntstorage-1.3.4+mc-1.21.1-neoforge.jar,Create: Storage [Neo/Forge],https://github.com/ausmez/create-storage-neo-forge,modrinth-api,,
机动资源精炼Resourceful Refinement v0.2.2.jar,Create: Resourceful Refinement,https://github.com/Team-Resourceful/Resourceful-Config,本地 jar 元数据,Y,9345
柴油动力createdieselgenerators-1.21.1-1.3.15.jar,Create: Diesel Generators,https://github.com/george8188625/Create-Diesel-Generators,modrinth-api,,
森罗烟火kaleidoscope_grilling-1.1.1-neoforge1.21.1.jar,Kaleidoscope Grilling,https://github.com/breezeth-CN/KaleidoscopeGrilling,modrinth-api,,
森罗物语杂烩kaleidoscope_hodgepodge-1.0.5-neoforge+mc1.21.1.jar,Kaleidoscope Hodgepodge,https://github.com/NightEpiphany/KaleidoscopeHodgepodge,modrinth-api,,
森罗酒馆kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar,Kaleidoscope Tavern,https://github.com/KaleidoscopeMods/KaleidoscopeTavern,modrinth-api,,
模式蓝图create_pattern_schematics-2.0.10.jar,Create: Pattern Schematics,https://github.com/cakeGit/Pattern-Schematics-Multiloader,modrinth-api,,
橱柜库.jar,橱柜库.jar,,,,
死亡动画cinematic_respawn-1.21.1-neoforge-1.3.0.jar,Cinematic Respawn,,,Y,1087
沉没尖塔sunken-spires-1.0.jar,Sunken Spires,https://github.com/joshieman06/SunkenSpires,modrinth-api,,
洞穴alexscaves-2.0.2.jar,洞穴alexscaves-2.0.2.jar,https://github.com/AlexModGuy/AlexsCaves,jar-meta,,
消防附加createfirefightingadd-0.2.1-beta.jar,Create: FireFighting Additions,https://github.com/MIKOALOPEX/Create-FireFightingAdd,jar-meta,,
消除刷屏信息deuf-1.21.1-1.0.jar,DEUF - Duplicate Entity UUID Fix [NeoForge],https://github.com/KreloX/Duplicate-Entity-UUID-Fix,modrinth-api,,
液压杆万向节create_aeronautics_transmission_linkage-0.2.7.jar,Create Aeronautics: Transmission & Linkage,https://github.com/userenxv/aeronautics-utility-objects,modrinth-api,,
渲染优化ruok-neoforge_1.21.1_Pre-Release_5-1.7.4.jar,渲染优化ruok-neoforge_1.21.1_Pre-Release_5-1.7.4.jar,,,,
渲染加速acceleratedrendering-1.0.14-1.21.1-alpha.jar,渲染加速acceleratedrendering-1.0.14-1.21.1-alpha.jar,https://github.com/Argon4W/AcceleratedRendering,jar-meta,,
潮汐乐事tidesdelight-1.21.1-1.2.0-neoforge.jar,潮汐乐事tidesdelight-1.21.1-1.2.0-neoforge.jar,,,Y,381
火炬大师torchmaster-neoforge-1.21.1-21.1.10.jar,TorchMaster,https://github.com/Xalcon/TorchMaster,modrinth-api,,
火炮前置ritchiesprojectilelib-2.1.2+mc.1.21.1-neoforge.jar,Ritchie's Projectile Library,https://github.com/Wagers-of-Industrial-Warfare/RitchiesProjectileLib,modrinth-api,,
灾变乐事lendersdelight-1.21.1-1.0.10b.jar,L_Ender 's Cataclysm Delight,https://github.com/Chaolux1/LendersDelight,modrinth-api,,
烟火凡人心flavor_immersed_daily-2026.8.16.jar,Flavor Immersed Daily,,,Y,15982
烧烤乐事barbequesdelight-1.3.0.jar,烧烤乐事barbequesdelight-1.3.0.jar,,,Y,2924
物理声效sound-physics-remastered-neoforge-1.21.1-1.5.1.jar,Sound Physics Remastered,https://github.com/henkelmax/sound-physics-remastered,modrinth-api,,
物理结构抓钩grapplemod-1.1+1.21.1.neoforge.jar,Grappling Hook Mod: Skybound,https://github.com/weaversworkshop/grapplemod-skybound,modrinth-api,,
物理结构门createaerophysicsgantry-1.0.3.jar,Create Aeronautics Physics Gantry,https://github.com/blorbee1/createaerophysicsgantry,modrinth-api,,
玩家商店vss_market-1.0.6fix.jar,ViScriptShop Market,https://github.com/zhenshiz/ViScriptShop-Market,modrinth-api,,
生物词典biology-dictionary-1.2.1-mc1.21.1-neoforge.jar,Biology Dictionary,https://github.com/xienaoban/minecraft-biology-dictionary,modrinth-api,,
界面前置konkrete_neoforge_1.9.9_MC_1.21.jar,Konkrete,https://github.com/Keksuccino/Konkrete,modrinth-api,,
界面前置melody_neoforge_1.0.10_MC_1.21.jar,Melody,https://github.com/Keksuccino/Melody,modrinth-api,,
看看你在干什么前置coroutil-neoforge-1.21.0-1.3.9.jar,看看你在干什么前置coroutil-neoforge-1.21.0-1.3.9.jar,https://github.com/Corosauce/CoroUtil,manual,,
看看你在看什么watut-neoforge-1.21.0-1.2.7.jar,What Are They Up To (Watut),https://github.com/Corosauce/WATUT,modrinth-api,,
禁止创建加载两遍材质yeetusexperimentus-neoforge-87.0.0.jar,Yeetus Experimentus,,,Y,107
空岛前置lithostitched-1.8.0+beta4-neoforge-21.1.jar,Lithostitched,https://github.com/Apollounknowndev/lithostitched,modrinth-api,,
简易帐篷simplytents-4.6-1.21.1.neo.jar,Simply Tents,,,Y,6821
箱装乐事cratedelight-26.07.01-1.21-neoforge.jar,Crate Delight,https://github.com/axperty/cratedelight,modrinth-api,,
纸飞机cmpackagecouriers-neoforge-2.3.0.jar,Create More: Package Couriers,https://github.com/rekales/create-more-package-couriers,modrinth-api,,
线缆控制drivebywire-0.3.0.jar,线缆控制drivebywire-0.3.0.jar,,,Y,3472
结构指南针StructureCompass-1.21.1-4.2.1.jar,结构指南针StructureCompass-1.21.1-4.2.1.jar,https://github.com/Mrbysco/StructureCompass,jar-meta,,
老吴学create-meowchanics-1.1.6-neoforge-1.21.1.jar,老吴学create-meowchanics-1.1.6-neoforge-1.21.1.jar,https://github.com/Creators-of-Create/Create,本地 jar 元数据,Y,173752
背包前置accessories-neoforge-1.1.0-beta.53+1.21.1.jar,Accessories,https://github.com/wisp-forest/accessories,modrinth-api,,
背包前置owo-lib-neoforge-0.12.15.5-beta.1+1.21.jar,oωo (owo-lib),https://github.com/glisco03/owo-lib,modrinth-api,,
自然罗盘NaturesCompass-1.21.1-3.4.0-neoforge.jar,Nature's Compass,https://github.com/MattCzyr/NaturesCompass,modrinth-api,,
自然音效前置CreativeCore_NEOFORGE_v2.13.44_mc1.21.1.jar,CreativeCore,https://github.com/CreativeMD/CreativeCore,modrinth-api,,
自适应宿敌adaptive_nemesis-1.0.16.jar,[AN]Adaptive Nemesis,https://github.com/LOVE-U987/Adaptive-Nemesis,modrinth-api,,
航海create_submarine-2.2.4.jar,Create Deep Seas,https://github.com/Maxenonyme/Create-Deep-Seas,modrinth-api,,
航海前置fusion-1.3.14a-neoforge-mc1.21.1.jar,Fusion (Connected Textures),https://github.com/SuperMartijn642/Fusion,modrinth-api,,
航空传输VS-Sable-HoseConnectors-0.1.8-1.21.1.jar,VS / Sable Hose Connectors,https://github.com/M-K2525/VS_Hose_Connectors,modrinth-api,,
航空前置sable-neoforge-1.21.1-2.0.3.jar,Sable,https://github.com/ryanhcode/sable,modrinth-api,,
航空动态灯create-dyn-light-2.3.1-sodium-sable.jar,Create Sable Dynamic Lights,https://github.com/leon-o/Create-Dynamic-Lights,jar-meta,,
航空发动机AeroEngine-1.3.0.jar,AeroEngine,,,Y,24931
航空学：风洞windtunnel-1.1.8.jar,Aeronautics:Wind Tunnel,https://github.com/MaxnessAWA/Wind-Tunnel,modrinth-api,,
航空新组件hotstuff-1.1.7.jar,Hot's Aerostuff,,,Y,5769
航空气门杆lever-drugster-1.8.8.jar,Lever drugster,,,Y,10136
资源包加载不更改0Pack2Reload-NeoForge-1.21.1-1.0.1.jar,0Pack2Reload,https://github.com/Nova-Committee/0Pack2Reload,modrinth-api,,
超级管道create_hypertube-0.6.0-NEOFORGE.jar,Create: Hypertubes,https://github.com/PedroRok/CreateHypertubes,modrinth-api,,
过山车simulatedcoasters-0.1.5.jar,Create: Coasters Simulated,,,Y,43419
逆卡巴拉前置fdlib-1.0.9-1.21.1.jar,FDLib,https://github.com/FINDERFEED/FDLib,modrinth-api,,
配方修改重载ViScriptRecipe-neoforge-1.21.1-1.0.8 beta.jar,ViScriptRecipe,https://github.com/zhenshiz/ViScriptRecipe,modrinth-api,,
防止踩坏农田notrample-1.21.1-1.0.1.jar,防止踩坏农田notrample-1.21.1-1.0.1.jar,,,Y,72
陀螺仪aeroworks-1.5.0.jar,Create: Aeroworks,,,Y,18229
附魔轮廓enchanted_outlines-0.1.8.jar,附魔轮廓enchanted_outlines-0.1.8.jar,,,Y,3889
零碎履带bits_n_tracks-1.0.3.1-release.jar,Create: Bits 'n' Tracks,,,Y,3510
风洞前置ldlib2-neoforge-1.21.1-2.2.37-all.jar,LDLib,https://github.com/Low-Drag-MC/LDLib-Architectury,modrinth-api,,
饮酒作乐BrewinAndChewin-neoforge-4.5.0+1.21.1.jar,Brewin' And Chewin',https://github.com/Monad-Modding/BrewinAndChewin,manual,,
马夫horseman-neoforge-1.21.1-1.5.13.jar,Horseman,https://github.com/mortuusars/Horseman,modrinth-api,,
高亮物品前置[冰山] Iceberg-1.21.1-neoforge-1.3.2.jar,Iceberg,https://github.com/AHilyard/Iceberg,modrinth-api,,
鼠标转动优化帧数Ixeris-4.6.5+1.21.1-neoforge.jar,Ixeris,https://github.com/decce6/Ixeris,modrinth-api,,
