GitHub,项目名,出现整合包,Modrinth下载量,有深度报告,有速览卡片
https://github.com/Minecraft-LightLand/L2Archery,L2 Archery,星轨重铸/璇穹之歌,841297,Y,Y
https://github.com/iSeeEthan/voxy_worldgen_v2,Voxy WorldGen,星轨重铸,837579,,Y
https://github.com/Forsteri123/CreateEnderTransmission,Create: Ender Transmission,星轨重铸,824239,Y,Y
https://github.com/Propulsion-Team/create-propulsion-simulated,Create Propulsion: Simulated,星轨重铸/璇穹之歌,783679,Y,Y
https://github.com/AppliedEnergistics/Applied-Mekanistics,Applied Mekanistics,ATM10/星轨重铸,778062,Y,Y
https://github.com/Minecraft-LightLand/L2Artifacts,L2 Artifacts,星轨重铸,739323,Y,Y
https://github.com/CinemaMod/mcef,MCEF (Minecraft Chromium Embedded Framework),星轨重铸,725967,,Y
https://github.com/Prunoideae/ProbeJS,ProbeJS,FIDR暗涌/星轨重铸,712521,Y,Y
https://github.com/villainous-j/toolbar-sounds,Toolbar Sounds,星轨重铸,673103,,Y
https://github.com/XiaoXianHW/EasyLAN,EasyLAN,FIDR暗涌,670070,,Y
https://github.com/BlakeBr0/MysticalAgradditions,Mystical Agradditions,ATM10/星轨重铸,656192,Y,Y
https://github.com/TheCBProject/EnderStorage,Ender Storage,星轨重铸,641347,Y,Y
https://github.com/SettingDust/MoreEnchantmentInfo,More Enchantment Info,星轨重铸,622663,,Y
https://github.com/Insane96/EnhancedAI,Enhanced AI,FIDR暗涌,613755,,Y
https://github.com/JeremySeq/DamageIndicators,JeremySeq's Damage Indicator,FIDR暗涌,581336,,Y
https://github.com/Minecraft-LightLand/L2Weaponry,L2 Weaponry,星轨重铸,576029,Y,Y
https://github.com/timplay33/Create-Mobile-Packages,Create: Mobile Packages,星轨重铸/璇穹之歌,558134,Y,Y
https://github.com/infernalstudios/Celestial-Configuration,Sun and Moon Celestial Configuration,FIDR暗涌,544556,,Y
https://github.com/SuperMartijn642/AdditionalLanterns,Additional Lanterns,星轨重铸,541557,,Y
https://github.com/nonamecrackers2/ender-trigon,Ender Trigon,FIDR暗涌,533676,,Y
https://github.com/Txt-Text/TaCZ-Labs,TaCZ-Labs,FIDR暗涌,520591,Y,Y
https://github.com/zbx1425/WorldEditCUI-Arch,WorldEdit CUI (Unofficial Forge Port),FIDR暗涌,451859,,Y
https://github.com/bonsaistudi0s/Golem-Overhaul,Golem Overhaul,星轨重铸,445917,,Y
https://github.com/starforcraft/Botany-Pots-Tiers,Botany Pots Tiers,星轨重铸,435820,Y,Y
https://github.com/yezhiyi9670/clear-void,Clear Void,星轨重铸,415842,,Y
https://github.com/Rew1nd-dev/sable-schematic-api,Sable Photomancy,星轨重铸,398244,,Y
https://github.com/SettingDust/preloading-tricks,Preloading Tricks,星轨重铸,377475,,Y
https://github.com/TUsama/Loot-Beams-Refork,Loot Beams: Refork,星轨重铸,372414,,Y
https://github.com/duckgun13476/Create-SchematicChecker,Create: SchematicChecker,星轨重铸,332246,Y,Y
https://github.com/sguest/jei-multiblocks,Just Enough Immersive Multiblocks,FIDR暗涌,331694,Y,Y
https://github.com/SSKirillSS/Curios,Curios API Continuation,星轨重铸,321057,Y,Y
https://github.com/userenxv/create-aeronautics-toolgun,Create Aeronautics: Toolgun,星轨重铸/璇穹之歌,297343,Y,Y
https://github.com/jinqinxixi/Trinkets-and-Baubles-Forge-1.20.1,Trinkets and Baubles Reforked,星轨重铸,284389,,Y
https://github.com/GaylordFockerCN/Cataclysm-Dimension,Cataclysm Dimension,星轨重铸,262429,Y,Y
https://github.com/dhyces/trimmed,Trimmed,FIDR暗涌/星轨重铸,252487,,Y
https://github.com/iMoonDay/Soulbound,Soulbound Enchantment,星轨重铸,251550,,Y
https://github.com/Flemmli97/Flan,Flan,FIDR暗涌,239986,,Y
https://github.com/Shadows-of-Fire/Apotheosis,Apotheosis,ATM10/星轨重铸/璇穹之歌,238326,Y,Y
https://github.com/DenisMasterHerobrine/TheAfterdark,The Afterdark,FIDR暗涌,237373,,Y
https://github.com/Unixkitty/timecontrol,Time Control,FIDR暗涌,237312,,Y
https://github.com/Povstalec/StellarView,Stellar View,FIDR暗涌,222419,,Y
https://github.com/TUsama/NirvanaLib,Nirvana Library,星轨重铸,197740,,Y
https://github.com/CoFH/Ensorcellation,Ensorcellation,FIDR暗涌,188567,,Y
https://github.com/SShakusora/WaystonesSable,Waystones: Sable (Create Aeronautics Addon),星轨重铸,181575,Y,Y
https://github.com/Serilum/Starter-Structure,Starter Structure,星轨重铸,171594,Y,Y
https://github.com/pitbox46/ItemBlacklist,Item Banning,FIDR暗涌,170950,,Y
https://github.com/MUKSC/TaCZPackUpgrader,TaCZ Pack Upgrader,星轨重铸,165666,Y,Y
https://github.com/MeherBenSalem/Jauml,Jauml,星轨重铸,160039,,Y
https://github.com/Hunter19823/kubejsoffline,KubeJS Offline,FIDR暗涌,153499,Y,Y
https://github.com/klinbee/Aetherial-Islands,Aetherial Islands,星轨重铸,115691,Y,Y
https://github.com/Ineffa/Truly-Treasures,Truly Treasures,FIDR暗涌,97701,,Y
https://github.com/mango-buff/BotanyPotsOrePlanting,[BPOP]Botany Pots Ore Planting,星轨重铸,96465,Y,Y
https://github.com/leon-o/iris-veil-compat,Iris Veil Compat,星轨重铸,92206,,Y
https://github.com/Shadows-of-Fire/Apothic-Enchanting,Apothic-Enchanting,ATM10/星轨重铸,71622,Y,Y
https://github.com/TwistedGate/ImmersivePetroleum,Immersive Petroleum,FIDR暗涌,70100,Y,Y
https://github.com/EnderTurret/PatchedMod,Patched,FIDR暗涌,68534,,Y
https://github.com/Shadows-of-Fire/Apothic-Spawners,Apothic-Spawners,ATM10/星轨重铸/璇穹之歌,61116,Y,Y
https://github.com/GLDYM/ConstructionWand-KOTS,Construction Wand - KOTS,星轨重铸/璇穹之歌,58257,,Y
https://github.com/CeoOfGoogle1/CreateClothes,Create: Clothes,星轨重铸,50412,Y,Y
https://github.com/Auviotre/Enigmatic-Legacy-Plus,Enigmatic Legacy+,星轨重铸,49002,,Y
https://github.com/Keksuccino/Panoramica,Panoramica,FIDR暗涌,46149,,Y
https://github.com/Alvaro842DEV/AsyncLocator-Refined,Async Locator Refined,星轨重铸,37500,,Y
https://github.com/ggrgg13/Create--Redstone-Link-GUI,Create: Redstone Link GUI,星轨重铸/璇穹之歌,33718,Y,Y
https://github.com/Low-Drag-MC/KilaGraph,KilaGraph,星轨重铸,13952,,Y
https://github.com/klinbee/Diabolical-Islands,Diabolical Islands,星轨重铸/璇穹之歌,11433,,Y
https://github.com/sam-makes-stuff/ping_system,Ping System,FIDR暗涌,1623,,Y
https://github.com/Autovw/AdvancedNetherite,Advanced Netherite,璇穹之歌,0,,Y
https://github.com/Raguto/Citadel-1.21.1,Citadel (Unofficial Port),璇穹之歌,0,,Y
https://github.com/Raguto/AlexsMobs-1.21.1,Alex's Mobs (Unofficial Port),璇穹之歌,0,Y,Y
https://github.com/TheFogIOF/AlloySmelter,Alloy Smelter,璇穹之歌,0,,Y
https://github.com/DawnOfTimeMC/armoreddoggo,Armored Doggo,璇穹之歌,0,,Y
https://github.com/DawnOfTimeMC/armoroftheages,Armor of the Ages,璇穹之歌,0,,Y
https://github.com/MoePus/BiomeSpy,BiomeSpy,璇穹之歌,0,,Y
https://github.com/RelativityMC/C2ME-neoforge,Concurrent Chunk Management Engine (NeoForge),璇穹之歌,0,,Y
https://github.com/djefrey/Colorwheel,Colorwheel,ATM10/璇穹之歌,0,,Y
https://github.com/djefrey/Colorwheel-Patcher,Colorwheel Patcher,ATM10/璇穹之歌,0,,Y
https://github.com/Fuzss/combatnouveau,Combat Nouveau,璇穹之歌,0,,Y
https://github.com/Fuzss/configureddefaults,Configured Defaults,璇穹之歌,0,,Y
https://github.com/DragonsPlusMinecraft/CreateIntegratedFarming,Create: Integrated Farming,璇穹之歌,0,Y,Y
https://github.com/KhloeLeclair/CreateAdditionalLogistics,Create: Additional Logistics,璇穹之歌,0,Y,Y
https://github.com/MoePus/CreateBetterFPS,CreateBetterFps,璇穹之歌,0,Y,Y
https://github.com/duckgun13476/Create-FastCannon,Create: FastSchematicCannon,璇穹之歌,0,Y,Y
https://github.com/Forsteri123/CreateLiquidFuel,Create: Liquid Fuel,璇穹之歌,0,Y,Y
https://github.com/tom5454/Create-Ore-Excavation,Create Ore Excavation,璇穹之歌,0,Y,Y
https://github.com/JuniKnytt/CreateRailGrinding,Create: Train Track Rail Grinding,璇穹之歌,0,Y,Y
https://github.com/cakeGit/Create-Ez-Stock-Ticker,Create: Easy Stock Ticker,璇穹之歌,0,Y,Y
https://github.com/oierbravo/create-mechanical-spawner,Create Mechanical Spawner,璇穹之歌,0,Y,Y
https://github.com/hlysine/create_power_loader,Create: Power Loader,璇穹之歌,0,Y,Y
https://github.com/PierreChag/dawnoftimebuilder,Dawn of Time,璇穹之歌,0,,Y
https://github.com/ascpixi/disconnect-packet-fix,Disconnect Packet Fix,璇穹之歌,0,,Y
https://github.com/enjarai/do-a-barrel-roll,Do a Barrel Roll,璇穹之歌,0,,Y
https://github.com/ZZZank/EfficientHashing,EfficientHashing,璇穹之歌,0,,Y
https://github.com/george8188625/Create-Electro-Energetics,Create: Electro Energetics,璇穹之歌,0,Y,Y
https://github.com/nanite/Flat-Bedrock,Flat Bedrock,璇穹之歌,0,,Y
https://github.com/ObscuriaLithium/Fragmentum,Fragmentum,璇穹之歌,0,Y,Y
https://github.com/MaliceZed/frequency-create,Frequency Create,璇穹之歌,0,Y,Y
https://github.com/remarxk/GUI-Tween,GUI Tween,璇穹之歌,0,,Y
https://github.com/RaphiMC/ImmediatelyFast,ImmediatelyFast,ATM10/璇穹之歌,0,,Y
https://github.com/Iron431/irons-spells-n-spellbooks,Iron's Spells 'n Spellbooks,ATM10/璇穹之歌,0,Y,Y
https://github.com/Snownee/JadeAddons,Jade Addons (Neo/Forge),璇穹之歌,0,Y,Y
https://github.com/404Setup/KryptonReno,Krypton Reno,璇穹之歌,0,,Y
https://github.com/AlmostReliable/lootjs,LootJS: KubeJS Addon,璇穹之歌,0,,Y
https://github.com/Wall-ev/MaidsoulKitchen,Maidsoul Kitchen,璇穹之歌,0,Y,Y
https://github.com/sch246/MaidUseHandCrank,MaidUseHandCrank,璇穹之歌,0,,Y
https://github.com/oierbravo/mechanicals-lib,Mechanicals Lib,璇穹之歌,0,,Y
https://github.com/Craft1x/MedievalBuildingsEnder,Medieval Buildings [End Edition],璇穹之歌,0,,Y
https://github.com/FinnSetchell/MoogsStructureLib,Moog's Structure Lib (moogs_structures),ATM10/璇穹之歌,0,Y,Y
https://github.com/FinnSetchell/MoogsEndStructures,MES - Moog's End Structures,ATM10/璇穹之歌,0,Y,Y
https://github.com/SoyTutta/MyNethersDelight,My Nether's Delight,璇穹之歌,0,,Y
https://github.com/ObscuriaLithium/obscure-tooltips,Obscure Tooltips,璇穹之歌,0,Y,Y
https://github.com/TonimatasDEV/PacketFixer,Packet Fixer,璇穹之歌,0,,Y
https://github.com/Leclowndu93150/Particular,Particular ✨ Reforged,璇穹之歌,0,,Y
https://github.com/KosmX/fabricPlayerAnimation,playerAnimator,ATM10/璇穹之歌,0,,Y
https://github.com/TelepathicGrunt/RepurposedStructures,Repurposed Structures - Neoforge/Forge,ATM10/璇穹之歌,0,Y,Y
https://github.com/Jaredlll08/Searchables,Searchables,ATM10/璇穹之歌,0,,Y
https://github.com/starforcraft/Showcase-Item,Showcase Item,璇穹之歌,0,,Y
https://github.com/LIUKRAST/SmartBounds,Create Smart Bounds,璇穹之歌,0,Y,Y
https://github.com/mortuusars/SootyChimneys,Sooty Chimneys,璇穹之歌,0,Y,Y
https://github.com/lucko/spark,spark,ATM10/璇穹之歌,0,,Y
https://github.com/TelepathicGrunt/StructureLayoutOptimizer,Structure Layout Optimizer,璇穹之歌,0,Y,Y
https://github.com/Faboslav/it-takes-a-pillage,It Takes a Pillage Continuation,璇穹之歌,0,,Y
https://github.com/Fuzss/tinyskeletons,Tiny Skeletons,璇穹之歌,0,,Y
https://github.com/LocusAzzurro/Ultramarine,Ultramarine,璇穹之歌,0,,Y
https://github.com/0999312/umapyoi,Umapyoi,璇穹之歌,0,Y,Y
https://github.com/MincraftEinstein/UsefulSlime,Useful Slime,璇穹之歌,0,,Y
https://github.com/sketchmacaw/Trapdoors,Macaw's Trapdoors,ATM10/璇穹之歌,0,,Y
https://github.com/sketchmacaw/MacawsDoors,Macaw's Doors,ATM10/璇穹之歌,0,,Y
https://github.com/sketchmacaw/Macaws-Stairs,Macaw's Stairs,ATM10/璇穹之歌,0,,Y
https://github.com/breezeth-CN/OrdertoCook,Order to cook下单了！,璇穹之歌,0,,Y
https://github.com/Alex-Hashtag/LegendarySurvivalOverhaul,Legendary Survival Overhaul,璇穹之歌,0,Y,Y
https://github.com/Corosauce/ZombieAwareness,Zombie Awareness,璇穹之歌,0,,Y
https://github.com/Baisylia/Cultural-Delights-1.19.2,Cultural Delights,璇穹之歌,0,,Y
https://github.com/Corosauce/Weather2,Weather Storms & Tornadoes,璇穹之歌,0,,Y
https://github.com/Hidoni/Transmog,Transmog,璇穹之歌,0,,Y
https://github.com/Minecraft-LightLand/Cuisine-Delight,Cuisine Delight,璇穹之歌,0,,Y
https://github.com/Tower-of-Sighs/AUI,ApricityUI,璇穹之歌,0,,Y
https://github.com/ExpensiveKoala/Fishing-Real,Fishing Real,璇穹之歌,0,,Y
https://github.com/xianziyu001-stack/End-Remastered-ProMax,End Remastered ProMax,璇穹之歌,0,,Y
https://github.com/Jack-Bagel/End-Remastered,End Remastered,璇穹之歌,0,,Y
https://github.com/CubesterYT/CBC-CompactMount,CBC: Compact Mount,璇穹之歌,0,,Y
https://github.com/ZLT9/create-vibrant-vaults,Create: Vibrant Vaults,璇穹之歌,0,Y,Y
https://github.com/cff1028/create_schematics_fix,Create Bugfix: Schematic Patch,璇穹之歌,0,Y,Y
https://github.com/ForgeStove/CreateCyberGoogles,Create: Cyber Goggles,璇穹之歌,0,Y,Y
https://github.com/getItemFromBlock/Create-Tweaked-Controllers,Create: Tweaked Controllers,璇穹之歌,0,Y,Y
https://github.com/Minecraft-LightLand/FruitsDelight,Fruits Delight,璇穹之歌,0,Y,Y
https://github.com/BmtUltra/Kaleidoscope-Compat,Kaleidoscope Compat,璇穹之歌,0,Y,Y
https://github.com/KaleidoscopeMods/KaleidoscopeCookery,Kaleidoscope Cookery,璇穹之歌,0,Y,Y
https://github.com/WitherRedstone/Kaleidoscope-DimensionsWine,Kaleidoscope：Dimensions wine,璇穹之歌,0,Y,Y
https://github.com/TartaricAcid/KaleidoscopeDoll,Kaleidoscope Doll,璇穹之歌,0,Y,Y
https://github.com/baiyin1223/Kaleidoscope_bloodwine,Kaleidoscope_bloodwine,璇穹之歌,0,Y,Y
https://github.com/LeoMinecraftModding/eternal-starlight,Eternal Starlight,ATM10/璇穹之歌,0,,Y
https://github.com/Lightning-64/Tide-2,Tide 2,璇穹之歌,0,,Y
https://github.com/Scouter456/Nether_Depths_Upgrade,Nether Depths Upgrade,璇穹之歌,0,,Y
https://github.com/Let-s-Do-Collection/Candlelight,[Let's Do] Candlelight - Farm&Charm compat,璇穹之歌,0,,Y
https://github.com/CreativeMD/PlayerRevive,PlayerRevive,璇穹之歌,0,,Y
https://github.com/ZCRAFT-NPE/Presence-Footsteps-NeoForge,Presence Footsteps (NeoForge),璇穹之歌,0,,Y
https://github.com/Let-s-Do-Collection/vinery,[Let's Do] Vinery,璇穹之歌,0,,Y
https://github.com/Let-s-Do-Collection/Bakery,[Let's Do] Bakery - Farm&Charm Compat,璇穹之歌,0,,Y
https://github.com/yision1/GearsandTavern,Create: Gears and Tavern,璇穹之歌,0,Y,Y
https://github.com/klinbee/No-Void-Structures,No Void Structures,璇穹之歌,0,Y,Y
https://github.com/FOOLSIX/ldip,Limited Damage Indicator Particle,璇穹之歌,0,,Y
https://github.com/TakeruDavis/CreateCardboardedConveynience,Create: Cardboarded Conveynience,璇穹之歌,0,Y,Y
https://github.com/IAFEnvoy/Jupiter,Jupiter,ATM10/璇穹之歌,0,,Y
https://github.com/Industrialists-Of-Create/Create-Bits-n-Bobs,Create: Bits 'n' Bobs,璇穹之歌,0,Y,Y
https://github.com/CosmonauticsTeam/Create-Cosmonautics,Create Cosmonautics,璇穹之歌,0,Y,Y
https://github.com/yision1/CreateFluidLogistic,Create: FluidLogistics,璇穹之歌,0,Y,Y
https://github.com/Fallen-Breath/fast-ip-ping,Fast IP Ping,璇穹之歌,0,,Y
https://github.com/zhenshiz/ViScriptShop,ViScriptShop,璇穹之歌,0,,Y
https://github.com/IanMods/SeasonHUD,SeasonHud,璇穹之歌,0,,Y
https://github.com/Fuzss/forgeconfigapiport,Forge Config API Port,璇穹之歌,0,,Y
https://github.com/WitherRedstone/Fox-Trot-Brew,Fox Trot Brew,璇穹之歌,0,,Y
https://github.com/WinExp/MaidTavern,Maid Tavern,璇穹之歌,0,,Y
https://github.com/redtardis12/Tornado-Physics,"Weather Physics (Wind, Sails & Tornadoes)",璇穹之歌,0,,Y
https://github.com/AzureDoom/Log-Begone,Log Begone,璇穹之歌,0,,Y
https://github.com/Richy-Z/ThreatenGL,ThreatenGL,璇穹之歌,0,,Y
https://github.com/hotsu0p/Trek-Issues,Trek,璇穹之歌,0,,Y
https://github.com/Traverse-Joe/Baubley-Heart-Canisters,Baubley Heart Canisters,ATM10/璇穹之歌,0,,Y
https://github.com/frcvdt45g6by7hnj8ukm-nh8b7g6vtf5r4de3/FastQuit-Forge,FastQuit-Forge,璇穹之歌,0,,Y
https://github.com/Bivrik/FancyToasts,Fancy Toasts | Better Advancements,璇穹之歌,0,,Y
https://github.com/sprocketaudio/Create-Aeronautics-Throwable-Rope-Connector,Create Aeronautics: Throwable Rope Connector,璇穹之歌,0,Y,Y
https://github.com/CancriRecoleta/NewVisualKebing,New Visual Keybing,璇穹之歌,0,,Y
https://github.com/matejhozlar/Create-Aeronautics-Climbable-Ropes,Climbable Ropes for Create Aeronautics,璇穹之歌,0,Y,Y
https://github.com/Okabintaro/UntitledDuckMod,Untitled Duck Mod,璇穹之歌,0,,Y
https://github.com/maDU59/FancyWorldAnimations,Fancy World Animations [FWA],璇穹之歌,0,,Y
https://github.com/ChoiceTheorem/ChoiceTheorem-s-overhauled-village,ChoiceTheorem's Overhauled Village,ATM10/璇穹之歌,0,,Y
https://github.com/FionaTheMortal/better-biome-blend,[别创建新世界！] 0world2create-neoforge-1.21.1-1.0.0.jar,星轨重铸/璇穹之歌,0,Y,Y
https://github.com/maDU59/FasterIrisShadowMapper,Faster Iris Shadow Mapper [FISM],璇穹之歌,0,,Y
https://github.com/cakeGit/Create-Trading-Floor,Create: Trading floor,璇穹之歌,0,Y,Y
https://github.com/Nobodiiiii/Create-Biotech,Create: Biotech - 机械动力：生物科技,璇穹之歌,0,Y,Y
https://github.com/ausmez/create-storage-neo-forge,Create: Storage [Neo/Forge],璇穹之歌,0,Y,Y
https://github.com/breezeth-CN/KaleidoscopeGrilling,Kaleidoscope Grilling,璇穹之歌,0,Y,Y
https://github.com/NightEpiphany/KaleidoscopeHodgepodge,Kaleidoscope Hodgepodge,璇穹之歌,0,Y,Y
https://github.com/KaleidoscopeMods/KaleidoscopeTavern,Kaleidoscope Tavern,璇穹之歌,0,Y,Y
https://github.com/cakeGit/Pattern-Schematics-Multiloader,Create: Pattern Schematics,璇穹之歌,0,Y,Y
https://github.com/joshieman06/SunkenSpires,Sunken Spires,璇穹之歌,0,,Y
https://github.com/MIKOALOPEX/Create-FireFightingAdd,Create: FireFighting Additions,璇穹之歌,0,Y,Y
https://github.com/KreloX/Duplicate-Entity-UUID-Fix,DEUF - Duplicate Entity UUID Fix [NeoForge],璇穹之歌,0,,Y
https://github.com/userenxv/aeronautics-utility-objects,Create Aeronautics: Transmission & Linkage,璇穹之歌,0,,Y
https://github.com/Chaolux1/LendersDelight,L_Ender 's Cataclysm Delight,璇穹之歌,0,Y,Y
https://github.com/weaversworkshop/grapplemod-skybound,Grappling Hook Mod: Skybound,璇穹之歌,0,,Y
https://github.com/blorbee1/createaerophysicsgantry,Create Aeronautics Physics Gantry,璇穹之歌,0,Y,Y
https://github.com/zhenshiz/ViScriptShop-Market,ViScriptShop Market,璇穹之歌,0,,Y
https://github.com/xienaoban/minecraft-biology-dictionary,Biology Dictionary,璇穹之歌,0,,Y
https://github.com/Corosauce/WATUT,What Are They Up To (Watut),璇穹之歌,0,,Y
https://github.com/axperty/cratedelight,Crate Delight,璇穹之歌,0,,Y
https://github.com/rekales/create-more-package-couriers,Create More: Package Couriers,璇穹之歌,0,Y,Y
https://github.com/LOVE-U987/Adaptive-Nemesis,[AN]Adaptive Nemesis,璇穹之歌,0,,Y
https://github.com/Maxenonyme/Create-Deep-Seas,Create Deep Seas,璇穹之歌,0,Y,Y
https://github.com/SuperMartijn642/Fusion,Fusion (Connected Textures),ATM10/璇穹之歌,0,,Y
https://github.com/M-K2525/VS_Hose_Connectors,VS / Sable Hose Connectors,璇穹之歌,0,,Y
https://github.com/leon-o/Create-Dynamic-Lights,Create Sable Dynamic Lights,璇穹之歌,0,Y,Y
https://github.com/MaxnessAWA/Wind-Tunnel,Aeronautics:Wind Tunnel,璇穹之歌,0,Y,Y
https://github.com/Nova-Committee/0Pack2Reload,0Pack2Reload,璇穹之歌,0,,Y
https://github.com/FINDERFEED/FDLib,FDLib,璇穹之歌,0,,Y
https://github.com/zhenshiz/ViScriptRecipe,ViScriptRecipe,璇穹之歌,0,,Y
https://github.com/mortuusars/Horseman,Horseman,璇穹之歌,0,Y,Y
https://github.com/Shadows-of-Fire/Apothic-Attributes,ApothicAttributes-1.21.1-2.10.1.jar,星轨重铸/璇穹之歌,0,Y,Y
https://github.com/TerminalMC/ClientSort,clientsort-neoforge-3.89.0-beta.2+1.21.1.jar,璇穹之歌,0,,Y
https://github.com/MrCrayfish/Configured,a/[配置界面] configured-neoforge-1.21.1-2.6.3.jar,FIDR暗涌/星轨重铸/璇穹之歌,0,,Y
https://github.com/Olafski/FastLeafDecay,a/[树叶快速腐烂] fastleafdecay-35.jar,星轨重铸/璇穹之歌,0,,Y
https://github.com/nutant233/Fast-Recipe-Search,fastrecipesearch-1.21.1-26.8.1-neoforge.jar,璇穹之歌,0,,Y
https://github.com/MrCrayfish/Framework,framework-neoforge-1.21.1-0.13.11.jar,FIDR暗涌/璇穹之歌,0,,Y
https://github.com/FTBTeam/FTB-Library,ftb-library-neoforge-2101.1.35.jar,FIDR暗涌/星轨重铸/璇穹之歌,0,,Y
https://github.com/FTBTeam/FTB-Teams,a/[FTB 团队] ftb-teams-neoforge-2101.1.10.jar,FIDR暗涌/星轨重铸/璇穹之歌,0,,Y
https://github.com/FTBTeam/FTB-XMod-Compat,ftb-xmod-compat-neoforge-21.1.11.jar,FIDR暗涌/璇穹之歌,0,,Y
https://github.com/MrCrayfish/GoblinTraders,goblintraders-neoforge-1.21.1-1.11.2.jar,璇穹之歌,0,,Y
https://github.com/Iron431/irons-jewelry,irons_jewelry-1.21.1-1.6.0.jar,璇穹之歌,0,Y,Y
https://github.com/Mrbysco/JustEnoughProfessions,a/[JEI工作方块] JustEnoughProfessions-neoforge-1.21.1-4.0.5.jar,星轨重铸/璇穹之歌,0,,Y
https://github.com/MrCrayfish/MightyMail,mighty_mail-neoforge-1.21.1-1.1.4.jar,璇穹之歌,0,,Y
https://github.com/Mrbysco/Retraining,Retraining-neoforge-1.21-2.0.0.jar,璇穹之歌,0,,Y
https://github.com/FTBTeam/FTB-Quests,[FTB 任务] ftb-quests-neoforge-2101.1.34.jar,璇穹之歌,0,,Y
https://github.com/MrCrayfish/MrCrayfishFurnitureMod-Refurbished,[MrCrayfish 的家具：重制] refurbished_furniture-neoforge-1.21.1-1.0.22.jar,FIDR暗涌/璇穹之歌,0,,Y
https://github.com/someaddons/gpumemleakfix,a/[修复GPU内存泄漏] gpumemleakfix-1.21-1.8.jar,星轨重铸/璇穹之歌,0,,Y
https://github.com/IAFEnvoy/IceAndFire-CE,[冰火传说社区版] iceandfire-2.1.jar,璇穹之歌,0,Y,Y
https://github.com/EccentricVamp/EccentricTome,[怪奇宝典] eccentrictome-1.21.1-1.2.0.jar,璇穹之歌,0,,Y
https://github.com/Buuz135/FindMe,[找到我] findme-1.21.1-neoforge-1.3.0-test.7.jar,璇穹之歌,0,,Y
https://github.com/TeamTwilight/twilightforest,a/[暮色森林] twilightforest-1.21.1-4.8.3345-universal.jar,星轨重铸/璇穹之歌,0,Y,Y
https://github.com/Renyigesai/bakery,[烘焙坊] bakeries-1.21.1-NeoForge-1.0.3.jar,璇穹之歌,0,,Y
https://github.com/Cazsius/Spice-of-Life-Carrot-Edition,[生活调味料：胡萝卜版] solcarrot-1.21.1-1.16.6.jar,璇穹之歌,0,,Y
https://github.com/AtomicStryker/atomicstrykers-minecraft-mods,[稀有精英怪] infernalmobs-1.21.1.3NF.jar,星轨重铸/璇穹之歌,0,,Y
https://github.com/henkelmax/corpse,[遗体] corpse-neoforge-1.21.1-1.1.13.jar,璇穹之歌,0,,Y
https://github.com/Glitchfiend/SereneSeasons,a/[静谧四季／季节] SereneSeasons-neoforge-1.21.1-10.1.0.3.jar,星轨重铸/璇穹之歌,0,,Y
https://github.com/breeze-devs/Settlements-Alpha,万家烟火settlements-1.0.0-beta.1.jar,璇穹之歌,0,,Y
https://github.com/MoePus/SaveMyRecipeBook,保存我的配方书smrb-1.0.0.jar,璇穹之歌,0,,Y
https://github.com/Minecraft-LightLand/ModularGolems,傀儡装配modulargolems-3.1.43.jar,璇穹之歌,0,,Y
https://github.com/pietro-lopes/AllTheLeaks,内存泄漏alltheleaks-1.1.12+1.21.1-neoforge.jar,星轨重铸/璇穹之歌,0,,Y
https://github.com/IAFEnvoy/Uranus,冰火前置uranus-2.4.1-bugfix-1.21.1-neoforge.jar,璇穹之歌,0,,Y
https://github.com/Shadows-of-Fire/FastFurnace,a/[熔炉性能优化] FastFurnace-1.21.1-9.0.1.jar,星轨重铸/璇穹之歌,0,,Y
https://github.com/gizmo-ds/smsn-mod,救救网络smsn-neoforge-1.4.3-1.21.1.jar,璇穹之歌,0,,Y
https://github.com/AlexModGuy/AlexsCaves,洞穴alexscaves-2.0.2.jar,璇穹之歌,0,Y,Y
https://github.com/Argon4W/AcceleratedRendering,[加速渲染] acceleratedrendering-1.0.14-1.20.1-alpha.jar,FIDR暗涌/璇穹之歌,0,,Y
https://github.com/Corosauce/CoroUtil,看看你在干什么前置coroutil-neoforge-1.21.0-1.3.9.jar,璇穹之歌,0,,Y
https://github.com/Mrbysco/StructureCompass,结构指南针StructureCompass-1.21.1-4.2.1.jar,璇穹之歌,0,,Y
https://github.com/Mrbysco/AgeingSpawners,AgeingSpawners-1.20.1-2.0.0.jar,FIDR暗涌,0,,Y
https://github.com/CraftTweaker/CraftTweaker,CraftTweaker-forge-1.20.1-14.0.60.jar,FIDR暗涌,0,,Y
https://github.com/someaddons/cupboard,cupboard-1.20.1-4.1.jar,FIDR暗涌/星轨重铸,0,,Y
https://github.com/ExcessiveAmountsOfZombies/EpheroLib,EpheroLib-1.20.1-FORGE-1.2.0.jar,FIDR暗涌,0,,Y
https://github.com/FTBTeam/FTB-Essentials,ftb-essentials-forge-2001.2.4.jar,FIDR暗涌,0,,Y
https://github.com/FTBTeam/FTB-Ranks,ftb-ranks-forge-2001.1.7.jar,FIDR暗涌,0,,Y
https://github.com/hammertater/treechop,TreeChop-1.20.1-forge-0.19.0-fixed.jar,FIDR暗涌,0,,Y
https://github.com/FTBTeam/FTB-Mods-Issues,a/[FTB任务] ftb-quests-neoforge-2101.1.24.jar,FIDR暗涌/星轨重铸,0,,Y
